uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks,publicationDate,release
8d40a744-bbc0-402f-8e48-287cf7b1f92c,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,NA,2017-05-09T14:58:00Z,HARV.2017.20,HARV_004.20170509,NA,drag,160,Y,5,1,0,No known compromise,NEON.DOC.014045vG,bhudson@battelleecology.org,NA,20201217T234805Z,RELEASE-2021
ff44793d-4564-400a-8a66-fbdb75dba407,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,NA,2017-05-09T16:35:00Z,HARV.2017.20,HARV_001.20170509,NA,drag and flag,160,Y,1,0,0,No known compromise,NEON.DOC.014045vG,Mbara@battelleecology.org,NA,20201217T234805Z,RELEASE-2021
4d5254e6-a934-4208-973e-0b0933502b4f,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,NA,2017-05-30T14:32:00Z,HARV.2017.23,HARV_006.20170530,NA,drag,160,Y,0,1,0,No known compromise,NEON.DOC.014045vH,gvanscoy@field-ops.org,NA,20201217T234805Z,RELEASE-2021
1e1d677b-699e-4e9d-bdcf-c43aa5c536c4,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,NA,2017-05-30T15:46:00Z,HARV.2017.23,HARV_026.20170530,NA,drag and flag,165,Y,3,0,0,No known compromise,NEON.DOC.014045vH,Jcoleman01@battelleecology.org,NA,20201217T234805Z,RELEASE-2021
db5eb185-7346-428f-964e-0403319b5a14,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,NA,2017-05-30T17:05:00Z,HARV.2017.23,HARV_001.20170530,NA,drag,160,Y,3,17,0,No known compromise,NEON.DOC.014045vH,gvanscoy@field-ops.org,NA,20201217T234805Z,RELEASE-2021
e04560aa-4e73-4cb8-a072-339563ab1b94,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,NA,2017-05-30T18:52:00Z,HARV.2017.23,HARV_004.20170530,NA,drag and flag,160,Y,0,9,0,No known compromise,NEON.DOC.014045vH,Jcoleman01@battelleecology.org,NA,20201217T234805Z,RELEASE-2021
cf0f86d7-af86-44c4-9beb-0d30bf937a99,HARV_020.tickPlot.tck,D01,HARV,HARV_020,distributed,woodyWetlands,42.438157,-72.228923,WGS84,20.2,228.3,0.3,NA,2017-06-02T13:32:00Z,HARV.2017.23,HARV_020.20170602,NA,drag and flag,155,Y,2,0,0,No known compromise,NEON.DOC.014045vH,egullo@battelleecology.org,NA,20201217T234824Z,RELEASE-2021
ca235db6-f4be-4d25-82e4-8ad115732293,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,NA,2017-06-02T14:40:00Z,HARV.2017.23,HARV_022.20170602,NA,drag and flag,160,Y,1,0,2,No known compromise,NEON.DOC.014045vH,sgoudreau@battelleecology.org,NA,20201217T234824Z,RELEASE-2021
0c3d2130-f3f9-4343-aff4-82316b91d984,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,NA,2017-06-20T16:19:00Z,HARV.2017.26,NA,NA,drag,160,N,0,0,0,NA,NEON.DOC.014045vH,bhudson@battelleecology.org,NA,20201217T234824Z,RELEASE-2021
c91502c7-a4ae-45e2-bb7a-d7f1b489d98a,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,NA,2017-06-20T17:16:00Z,HARV.2017.26,HARV_026.20170620,NA,drag and flag,160,Y,1,0,0,No known compromise,NEON.DOC.014045vH,gvanscoy@field-ops.org,NA,20201217T234824Z,RELEASE-2021
acf7b3be-1c50-4230-93d5-e6091cf6fcb1,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,NA,2017-06-22T14:18:00Z,HARV.2017.26,HARV_022.20170622,NA,drag and flag,160,Y,1,6,0,No known compromise,NEON.DOC.014045vH,bhudson@battelleecology.org,NA,20201217T234824Z,RELEASE-2021
1ec15261-f939-44f2-8240-4da2e594e54b,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,NA,2017-06-22T15:53:00Z,HARV.2017.26,HARV_001.20170622,NA,drag and flag,160,Y,1,12,0,No known compromise,NEON.DOC.014045vH,gvanscoy@field-ops.org,NA,20201217T234824Z,RELEASE-2021
b6d7dcfa-6837-4ca7-a376-c41deae5f2dc,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,NA,2017-06-22T17:32:00Z,HARV.2017.26,HARV_004.20170622,NA,drag,160,Y,1,6,0,No known compromise,NEON.DOC.014045vH,bhudson@battelleecology.org,NA,20201217T234824Z,RELEASE-2021
b1d31ff8-aa47-42e5-a11b-b7a4d2d75b12,HARV_020.tickPlot.tck,D01,HARV,HARV_020,distributed,woodyWetlands,42.438157,-72.228923,WGS84,20.2,228.3,0.3,NA,2017-06-22T18:41:00Z,HARV.2017.26,HARV_020.20170622,NA,drag,143,Y,4,2,0,No known compromise,NEON.DOC.014045vH,gvanscoy@field-ops.org,NA,20201217T234824Z,RELEASE-2021
8d8271be-d870-4f90-b62f-f97c2b7e0a2d,HARV_020.tickPlot.tck,D01,HARV,HARV_020,distributed,woodyWetlands,42.438157,-72.228923,WGS84,20.2,228.3,0.3,NA,2017-07-10T06:42:00Z,HARV.2017.29,HARV_020.20170710,NA,drag and flag,150,Y,2,3,0,No known compromise,NEON.DOC.014045vH,swisner@battelleecology.org,NA,20201217T234853Z,RELEASE-2021
6156a5e9-d454-4c98-9196-813f0af5c045,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,NA,2017-07-10T12:12:00Z,HARV.2017.29,HARV_022.20170710,NA,drag and flag,160,Y,0,7,3,No known compromise,NEON.DOC.014045vH,egullo@battelleecology.org,NA,20201217T234853Z,RELEASE-2021
95fa5d4b-fca5-450b-bfd3-af975919ee17,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,NA,2017-07-10T14:00:00Z,HARV.2017.29,HARV_006.20170710,NA,drag and flag,160,Y,1,2,0,No known compromise,NEON.DOC.014045vH,swisner@battelleecology.org,NA,20201217T234853Z,RELEASE-2021
00f5bba3-d122-4f78-ad07-666b1da186e3,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,NA,2017-07-10T15:03:00Z,HARV.2017.29,HARV_026.20170710,NA,drag and flag,160,Y,1,2,0,No known compromise,NEON.DOC.014045vH,egullo@battelleecology.org,NA,20201217T234853Z,RELEASE-2021
7df30cb6-f024-46aa-87fd-14ab1b1c246c,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,NA,2017-07-10T16:30:00Z,HARV.2017.29,HARV_001.20170710,NA,drag and flag,160,Y,1,9,0,No known compromise,NEON.DOC.014045vH,swisner@battelleecology.org,NA,20201217T234853Z,RELEASE-2021
eccbb2f6-f9ee-4a67-964f-54d14eb3d6a0,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,NA,2017-07-10T17:40:00Z,HARV.2017.29,HARV_004.20170710,NA,drag and flag,160,Y,1,6,0,No known compromise,NEON.DOC.014045vH,egullo@battelleecology.org,NA,20201217T234853Z,RELEASE-2021
61294a09-86b6-4d24-b8ed-77a8d415c703,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,NA,2017-07-31T13:53:00Z,HARV.2017.32,HARV_022.20170731,NA,drag and flag,160,Y,0,2,0,No known compromise,NEON.DOC.014045vH,bhudson@battelleecology.org,NA,20201217T234853Z,RELEASE-2021
4ac555c0-9193-4592-96ed-2fba691df818,HARV_020.tickPlot.tck,D01,HARV,HARV_020,distributed,woodyWetlands,42.438157,-72.228923,WGS84,20.2,228.3,0.3,NA,2017-07-31T15:07:00Z,HARV.2017.32,HARV_020.20170731,NA,drag,149,Y,2,3,0,No known compromise,NEON.DOC.014045vH,egullo@battelleecology.org,NA,20201217T234853Z,RELEASE-2021
a1b745b3-c1c8-4898-9526-d5a85456a996,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,NA,2017-07-31T16:05:00Z,HARV.2017.32,HARV_004.20170731,NA,drag,160,Y,1,2,0,No known compromise,NEON.DOC.014045vH,bhudson@battelleecology.org,NA,20201217T234853Z,RELEASE-2021
7c8a0576-fac7-4abc-ab1f-c6fff6777d1f,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,NA,2017-07-31T17:08:00Z,HARV.2017.32,HARV_001.20170731,NA,drag and flag,160,Y,0,6,0,No known compromise,NEON.DOC.014045vH,egullo@battelleecology.org,NA,20201217T234853Z,RELEASE-2021
58f35af8-d707-4109-beed-0c7e0864f21b,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,NA,2017-08-01T12:29:00Z,HARV.2017.32,HARV_006.20170801,NA,drag and flag,160,Y,0,3,0,No known compromise,NEON.DOC.014045vH,Wacuna@battelleecology.org,NA,20201217T234908Z,RELEASE-2021
244f53a1-61eb-424b-994b-467cbbd29a8c,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,NA,2017-08-01T13:35:00Z,HARV.2017.32,HARV_026.20170801,NA,drag and flag,160,Y,0,2,0,No known compromise,NEON.DOC.014045vH,egullo@battelleecology.org,NA,20201217T234908Z,RELEASE-2021
80402eff-264e-4fc4-a68b-31094cdd72eb,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,NA,2017-08-21T12:12:00Z,HARV.2017.35,HARV_022.20170821,NA,drag and flag,160,Y,0,3,0,No known compromise,NEON.DOC.014045vH,swisner@battelleecology.org,NA,20201217T234908Z,RELEASE-2021
064363c9-4757-4894-874e-3530dbff1a9c,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,NA,2017-08-21T13:29:00Z,HARV.2017.35,HARV_006.20170821,NA,drag and flag,160,Y,0,0,40,No known compromise,NEON.DOC.014045vH,swisner@battelleecology.org,NA,20201217T234908Z,RELEASE-2021
4fefbdd1-dcaa-48eb-b7a2-001b1054e51c,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,NA,2017-08-21T14:32:00Z,HARV.2017.35,HARV_026.20170821,NA,drag and flag,160,Y,0,0,42,No known compromise,NEON.DOC.014045vH,swisner@battelleecology.org,NA,20201217T234908Z,RELEASE-2021
edee25bc-b23f-44b3-8cb5-c403d65dd47f,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,NA,2017-08-21T15:29:00Z,HARV.2017.35,HARV_001.20170821,NA,drag and flag,160,Y,0,2,13,No known compromise,NEON.DOC.014045vH,sgoudreau@battelleecology.org,NA,20201217T234908Z,RELEASE-2021
5cdad863-42ef-43b4-bec7-7b19d79d1ded,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,NA,2017-08-21T16:31:00Z,HARV.2017.35,HARV_004.20170821,NA,drag and flag,160,Y,0,0,6,No known compromise,NEON.DOC.014045vH,swisner@battelleecology.org,NA,20201217T234908Z,RELEASE-2021
a161ec31-8b4c-41ff-ad97-95cffaeec5bd,HARV_020.tickPlot.tck,D01,HARV,HARV_020,distributed,woodyWetlands,42.438157,-72.228923,WGS84,20.2,228.3,0.3,NA,2017-08-21T17:30:00Z,HARV.2017.35,HARV_020.20170821,NA,drag and flag,160,Y,0,1,1,No known compromise,NEON.DOC.014045vH,sgoudreau@battelleecology.org,NA,20201217T234908Z,RELEASE-2021
5f70b96f-85ad-4202-bc3c-c94fcfed235e,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,NA,2017-09-12T12:30:00Z,HARV.2017.38,HARV_006.20170912,NA,drag and flag,160,Y,0,0,299,No known compromise,NEON.DOC.014045vH,Wacuna@battelleecology.org,NA,20201218T003254Z,RELEASE-2021
b6aebdfd-39f4-4075-a646-993c60413529,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,NA,2017-09-12T14:30:00Z,HARV.2017.38,HARV_026.20170912,NA,drag and flag,160,Y,0,0,27,No known compromise,NEON.DOC.014045vH,Wacuna@battelleecology.org,NA,20201218T003254Z,RELEASE-2021
dc9bb2ee-8734-4acb-b9a0-d3c7c86fdc36,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,NA,2017-09-12T16:52:00Z,HARV.2017.38,HARV_001.20170912,NA,drag and flag,160,Y,0,0,13,No known compromise,NEON.DOC.014045vH,Wacuna@battelleecology.org,NA,20201218T003254Z,RELEASE-2021
397824be-0b0b-41fe-b506-bde192186d15,HARV_020.tickPlot.tck,D01,HARV,HARV_020,distributed,woodyWetlands,42.438157,-72.228923,WGS84,20.2,228.3,0.3,NA,2017-09-12T18:23:00Z,HARV.2017.38,HARV_020.20170912,NA,drag and flag,144,Y,0,1,6,No known compromise,NEON.DOC.014045vH,swisner@battelleecology.org,NA,20201218T003254Z,RELEASE-2021
43d6a57f-ef71-4b90-88e6-f98544b8318c,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,NA,2017-09-13T16:26:00Z,HARV.2017.38,HARV_004.20170913,NA,drag and flag,160,Y,0,2,16,No known compromise,NEON.DOC.014045vH,swisner@battelleecology.org,NA,20201218T003254Z,RELEASE-2021
78cd0737-3ee7-4918-ab8c-ab332ea18bc5,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,NA,2017-09-13T20:35:00Z,HARV.2017.38,HARV_022.20170913,NA,drag and flag,160,Y,0,0,45,No known compromise,NEON.DOC.014045vH,Wacuna@battelleecology.org,NA,20201218T003254Z,RELEASE-2021
441b1b68-ffb5-4f60-8a97-3eed7960604a,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,NA,2017-10-02T13:50:00Z,HARV.2017.41,HARV_022.20171002,NA,drag and flag,160,Y,0,0,3,No known compromise,NEON.DOC.014045vH,egullo@battelleecology.org,NA,20201217T234058Z,RELEASE-2021
d0de99a0-a184-4e5a-9c97-751dc00e2e94,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,NA,2017-10-02T14:50:00Z,HARV.2017.41,HARV_006.20171002,NA,drag,160,Y,0,0,34,No known compromise,NEON.DOC.014045vH,egullo@battelleecology.org,NA,20201217T234058Z,RELEASE-2021
9cbd6814-2816-4bee-b2b7-535e01a97e08,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,NA,2017-10-02T15:32:00Z,HARV.2017.41,HARV_026.20171002,NA,drag and flag,160,Y,0,0,1,No known compromise,NEON.DOC.014045vH,egullo@battelleecology.org,NA,20201217T234058Z,RELEASE-2021
a5b767cc-47ea-450a-b88e-9744bca9478e,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,NA,2017-10-02T16:22:00Z,HARV.2017.41,HARV_001.20171002,NA,drag and flag,160,Y,0,1,0,No known compromise,NEON.DOC.014045vH,sgoudreau@battelleecology.org,NA,20201217T234058Z,RELEASE-2021
fe90d649-ab93-4873-aaa8-790fb7de2bc6,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,NA,2017-10-02T17:09:00Z,HARV.2017.41,HARV_004.20171002,NA,drag and flag,160,Y,0,1,0,No known compromise,NEON.DOC.014045vH,sgoudreau@battelleecology.org,NA,20201217T234058Z,RELEASE-2021
d1bbd794-458d-4112-9bfd-9db1effd0ab1,HARV_020.tickPlot.tck,D01,HARV,HARV_020,distributed,woodyWetlands,42.438157,-72.228923,WGS84,20.2,228.3,0.3,NA,2017-10-02T17:39:00Z,HARV.2017.41,HARV_020.20171002,NA,drag and flag,157,Y,0,1,0,No known compromise,NEON.DOC.014045vH,sgoudreau@battelleecology.org,NA,20201217T234058Z,RELEASE-2021
e0652bb9-e49f-41f4-89f9-99060b85a067,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,NA,2018-04-23T15:59:00Z,HARV.2018.17,HARV_001.20180423,D00000006871,drag and flag,160,Y,1,0,0,No known compromise,NEON.DOC.014045vJ,ewallis@battelleecology.org,NA,20201218T102239Z,RELEASE-2021
ff7fcf91-0d81-4626-811e-57146a49bd23,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,NA,2018-04-23T17:28:00Z,HARV.2018.17,HARV_026.20180423,D00000006872,drag and flag,160,Y,1,0,0,No known compromise,NEON.DOC.014045vJ,rcurtis@battelleecology.org,NA,20201218T102239Z,RELEASE-2021
5d913079-23b9-456a-893c-f550cd9b8d1d,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,NA,2018-04-23T18:09:00Z,HARV.2018.17,HARV_006.20180423,D00000006860,drag and flag,160,Y,2,0,0,No known compromise,NEON.DOC.014045vJ,rcurtis@battelleecology.org,NA,20201218T102239Z,RELEASE-2021
e0e81cf2-e58b-48c1-ae7e-45e7430a0802,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,NA,2018-04-23T19:03:00Z,HARV.2018.17,NA,NA,drag,160,N,0,0,0,NA,NEON.DOC.014045vJ,rcurtis@battelleecology.org,NA,20201218T102239Z,RELEASE-2021
885e21c8-4da7-40e5-aec5-26139ae1d70a,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,NA,2018-04-24T12:32:00Z,HARV.2018.17,HARV_002.20180424,D00000006861,drag and flag,160,Y,5,0,0,No known compromise,NEON.DOC.014045vJ,hbartholomaus@battelleecology.org,NA,20201218T102239Z,RELEASE-2021
dc2de80d-9e99-4495-85d7-451b0a6c32ad,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,NA,2018-04-24T14:49:00Z,HARV.2018.17,NA,NA,drag and flag,160,N,0,0,0,NA,NEON.DOC.014045vJ,egullo@battelleecology.org,NA,20201218T102239Z,RELEASE-2021
c4b8b805-5282-446e-984f-7035cbd2a76f,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,NA,2018-05-14T15:20:00Z,HARV.2018.20,HARV_022.20180514,D00000006862,drag and flag,160,Y,1,3,1,No known compromise,NEON.DOC.014045vJ,hbartholomaus@battelleecology.org,NA,20201218T102254Z,RELEASE-2021
6118fdf4-c0f7-4fae-9935-54ce2cf066b1,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,NA,2018-05-14T16:55:00Z,HARV.2018.20,HARV_006.20180514,D00000006873,drag and flag,160,Y,2,0,0,No known compromise,NEON.DOC.014045vJ,jmckenna@battelleecology.org,NA,20201218T102254Z,RELEASE-2021
fbeeb73f-e64b-40da-99fd-de241a6a89b0,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,NA,2018-05-14T17:44:00Z,HARV.2018.20,HARV_026.20180514,D00000006864,drag and flag,170,Y,2,0,0,No known compromise,NEON.DOC.014045vJ,jmckenna@battelleecology.org,NA,20201218T102254Z,RELEASE-2021
83464ad1-00fd-4b19-9e80-3a2b9e816668,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,NA,2018-05-14T18:39:00Z,HARV.2018.20,HARV_001.20180514,D00000006863,drag and flag,165,Y,1,0,0,No known compromise,NEON.DOC.014045vJ,hbartholomaus@battelleecology.org,NA,20201218T102254Z,RELEASE-2021
5225f1c7-3d2f-44a5-88e6-e172b5695ad4,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,NA,2018-05-15T15:14:00Z,HARV.2018.20,HARV_004.20180515,D00000006866,drag and flag,160,Y,3,0,0,No known compromise,NEON.DOC.014045vJ,egullo@battelleecology.org,NA,20201218T102254Z,RELEASE-2021
2d02624f-1db5-4b1e-8ab5-80f5a708165e,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,NA,2018-05-16T19:26:00Z,HARV.2018.20,HARV_002.20180516,D00000006859,drag and flag,160,Y,3,0,0,No known compromise,NEON.DOC.014045vJ,egullo@battelleecology.org,NA,20201218T102254Z,RELEASE-2021
